"IES_PADRE","CODIGO_INSTITUCION","NOMBRE_INSTITUCION","ESTADO_INSTITUCION","CARACTER_ACADEMICO","SECTOR","CODIGO_SNIES_DEL_PROGRAMA","CODIGO_ANTERIOR_ICFES","NOMBRE_DEL_PROGRAMA","TITULO_OTORGADO","ESTADO_PROGRAMA","RECONOCIMIENTO_DEL_MINISTERIO","RESOLUCION_DE_APROBACION","FECHA_DE_RESOLUCION","FECHA_EJECUTORIA","VIGENCIA_AÑOS","FECHA_DE_REGISTRO_EN_SNIES","YEAR","CINE_F_2013_AC_CAMPO_AMPLIO","CINE_F_2013_AC_CAMPO_ESPECIFIC","CINE_F_2013_AC_CAMPO_DETALLADO","AREA_DE_CONOCIMIENTO","NUCLEO_BASICO_DEL_CONOCIMIENTO","NIVEL_ACADEMICO","NIVEL_DE_FORMACION","MODALIDAD","NUMERO_CREDITOS","NUMERO_PERIODOS_DE_DURACION","PERIODICIDAD","SE_OFRECE_POR_CICLOS_PROPEDEUT","PERIODICIDAD_ADMISIONES","PROGRAMA_EN_CONVENIO","DEPARTAMENTO_OFERTA_PROGRAMA","MUNICIPIO_OFERTA_PROGRAMA","COSTO_MATRICULA_ESTUD_NUEVOS"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","380","1.117561707011E+20","ESPECIALIZACION EN OFTALMOLOGIA","ESPECIALISTA EN OFTALMOLOGIA","Activo","Registro calificado","13075","31/07/2023","16/08/2023","7","16/08/2023","2023","Salud y Bienestar","Salud","Medicina","Ciencias de la salud","Medicina","Posgrado","Especializacion universitaria","Presencial","279","4","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","36536000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","91257","91257","ESPECIALIZACIÓN EN ONCOLOGÍA RADIOTERÁPICA","ESPECIALISTA EN ONCOLOGÍA RADIOTERÁPICA","Activo","Registro calificado","3526","01/03/2018","01/03/2018","7","18/04/2011","2011","Salud y Bienestar","Salud","Medicina","Ciencias de la salud","Medicina","Posgrado","Especializacion universitaria","Presencial","208","4","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","36536000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","91260","91260","ESPECIALIZACION EN ORTOPEDIA ONCOLOGICA","ESPECIALISTA EN ORTOPEDIA ONCOLOGICA","Activo","Registro calificado","4132","13/03/2018","13/03/2018","7","18/04/2011","2011","Salud y Bienestar","Salud","Medicina","Ciencias de la salud","Medicina","Posgrado","Especializacion universitaria","Presencial","108","2","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","36536000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","382","1.117561701011E+20","ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA","ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA","Activo","Registro calificado","1280","15/02/2024","04/03/2024","7","04/03/2024","2024","Salud y Bienestar","Salud","Medicina","Ciencias de la salud","Medicina","Posgrado","Especializacion universitaria","Presencial","280","4","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","36536000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","3754","1.117561708011E+20","ESPECIALIZACION EN OTOLOGIA","ESPECIALISTA EN OTOLOGIA","Activo","Registro calificado","1208","14/02/2024","16/02/2024","7","21/03/1998","1998","Salud y Bienestar","Salud","Medicina","Ciencias de la salud","Medicina","Posgrado","Especializacion universitaria","Presencial","111","2","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","36536000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","383","1.117561705111E+20","ESPECIALIZACION EN OTORRINOLARINGOLOGIA","ESPECIALISTA EN OTORRINOLARINGOLOGIA","Activo","Registro calificado","466","16/01/2014","17/01/2014","8","21/03/1998","1998","Salud y Bienestar","Salud","Medicina","Ciencias de la salud","Medicina","Posgrado","Especializacion universitaria","Presencial","250","4","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","36536000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","384","1.117561600711E+20","ESPECIALIZACION EN PATOLOGIA","ESPECIALISTA EN PATOLOGIA","Activo","Registro calificado","776","05/02/2024","06/02/2024","7","06/02/2024","2024","Salud y Bienestar","Salud","Medicina","Ciencias de la salud","Medicina","Posgrado","Especializacion universitaria","Presencial","196","3","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","36536000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","385","1.117561809211E+20","ESPECIALIZACION EN PEDIATRIA","ESPECIALISTA EN PEDIATRIA","Activo","Registro calificado","4573","10/04/2024","29/04/2024","7","21/03/1998","1998","Salud y Bienestar","Salud","Medicina","Ciencias de la salud","Medicina","Posgrado","Especializacion universitaria","Presencial","234","3","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","36536000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","13642","1.117535108811E+20","ESPECIALIZACION EN PROCEDIMIENTO PENAL CONSTITUCIONAL Y JUSTICIA MILITAR","ESPECIALISTA EN PROCEDIMIENTO PENAL CONSTITUCIONAL Y JUSTICIA  MILITAR","Activo","Registro calificado","11716","07/11/2019","07/11/2019","7","16/10/2001","2001","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Especializacion universitaria","Presencial","24","2","Semestral","No","Semestral","N","Bogotá, D.C.","Bogotá, D.C.","7584000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","386","1.117561608911E+20","ESPECIALIZACION EN PSIQUIATRIA","ESPECIALISTA EN PSIQUIATRIA","Activo","Registro calificado","16192","15/11/2013","22/11/2013","8,5","21/03/1998","1998","Salud y Bienestar","Salud","Medicina","Ciencias de la salud","Medicina","Posgrado","Especializacion universitaria","Presencial","195","3","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","36536000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","103466","103466","ESPECIALIZACION EN RADIOLOGIA E IMÁGENES DIAGNÓSTICAS","ESPECIALISTA EN RADIOLOGÍA E IMÁGENES DIAGNÓSTICAS","Activo","Registro calificado","18014","21/09/2021","22/09/2021","7","20/07/2014","2014","Salud y Bienestar","Salud","Medicina","Ciencias de la salud","Medicina","Posgrado","Especializacion universitaria","Presencial","282","4","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","36536000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","91258","91258","ESPECIALIZACIÓN EN REHABILITACIÓN ONCOLÓGICA","ESPECIALISTA EN REHABILITACIÓN ONCOLÓGICA","Activo","Registro calificado","4135","13/03/2018","13/03/2018","7","18/04/2011","2011","Salud y Bienestar","Salud","Medicina","Ciencias de la salud","Medicina","Posgrado","Especializacion universitaria","Presencial","56","1","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","36536000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","3755","1.117561607211E+20","ESPECIALIZACION EN REUMATOLOGIA","ESPECIALISTA EN REUMATOLOGIA","Activo","Registro calificado","835","22/01/2014","23/01/2014","8","21/03/1998","1998","Salud y Bienestar","Salud","Medicina","Ciencias de la salud","Medicina","Posgrado","Especializacion universitaria","Presencial","114","2","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","36536000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","16072","1.117565704611E+20","ESPECIALIZACION EN REVISORIA FISCAL Y AUDITORIA INTERNACIONAL","ESPECIALISTA EN REVISORIA FISCAL Y AUDITORIA INTERNACIONAL","Activo","Registro calificado","16044","18/12/2019","18/12/2019","8,5","23/07/2002","2002","Administración de Empresas y Derecho","Educación comercial y administración","Contabilidad e impuestos","Economía, administración, contaduría y afines","Contaduría pública","Posgrado","Especializacion universitaria","Presencial","26","2","Semestral","No","Semestral","N","Bogotá, D.C.","Bogotá, D.C.","9170000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","388","1.117561606011E+20","ESPECIALIZACION EN UROLOGIA","ESPECIALISTA EN UROLOGIA","Activo","Registro calificado","15496","04/08/2022","23/08/2022","7","21/03/1998","1998","Salud y Bienestar","Salud","Medicina","Ciencias de la salud","Medicina","Posgrado","Especializacion universitaria","Presencial","305","5","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","36536000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","91256","91256","ESPECIALIZACIÓN EN UROLOGÍA ONCOLÓGICA","ESPECIALISTA EN UROLOGÍA ONCOLÓGICA","Activo","Registro calificado","20785","09/10/2017","09/10/2017","7","18/04/2011","2011","Salud y Bienestar","Salud","Medicina","Ciencias de la salud","Medicina","Posgrado","Especializacion universitaria","Presencial","104","2","Anual","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","36536000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","19792","1.117657400011E+20","MAESTR¿A EN BIOLOGIA APLICADA","MAGISTER EN BIOLOGIA APLICADA","Activo","Acreditación de alta calidad","1059","03/02/2023","20/02/2023","6","04/06/2003","2003","Ciencias Naturales, Matemáticas y Estadística","Ciencias biológicas y afines","Biología","Matemáticas y ciencias naturales","Biología, microbiología y afines","Posgrado","Maestria","Presencial","62","4","Semestral","No","Anual","N","Cundinamarca","Cajicá","9159000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","5235","1.117634200611E+20","MAESTRIA EN DERECHO ADMINISTRATIVO","MAGISTER EN DERECHO ADMINISTRATIVO","Activo","Registro calificado","10470","27/06/2023","14/07/2023","7","21/03/1998","1998","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Maestria","Presencial","48","4","Semestral","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","10194000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","54281","54281","MAESTRÍA EN DERECHO PROCESAL PENAL","MAGÍSTER EN DERECHO PROCESAL PENAL","Activo","Registro calificado","7536","05/05/2023","24/05/2023","7","17/12/2008","2008","Administración de Empresas y Derecho","Derecho","Derecho","Ciencias sociales y humanas","Derecho y afines","Posgrado","Maestria","Presencial","48","4","Semestral","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","8958000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","90692","90692","MAESTRÍA EN EDUCACIÓN","MAGÍSTER EN EDUCACIÓN","Activo","Registro calificado","560","23/01/2017","23/01/2017","7","17/08/2010","2010","Educación","Educación","Ciencias de la educación","Ciencias de la educación","Educación","Posgrado","Maestria","Presencial","50","4","Semestral","No","Semestral","N","Bogotá, D.C.","Bogotá, D.C.","8767000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","116529","","Maestría en Educación e Innovación Pedagógica","Magíster en Educación e Innovación Pedagógica","Activo","Registro calificado","22313","24/11/2023","12/12/2023","7","12/12/2023","2023","Educación","Educación","Ciencias de la educación","Sin clasificar","Sin clasificar","Posgrado","Maestria","Presencial","42","3","Semestral","Si","Semestral","N","","",""
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","116522","","Maestría en Gerencia Estratégica de las TIC en las Organizaciones","Magister en Gerencia Estratégica de las TIC en las Organizaciones","Activo","Registro calificado","21436","15/11/2023","01/12/2023","7","01/12/2023","2023","Administración de Empresas y Derecho","Educación comercial y administración","Gestión y administración","Sin clasificar","Sin clasificar","Posgrado","Maestria","Virtual","50","4","Semestral","No","Semestral","N","Cundinamarca","Cajicá",""
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","110013","110013","MAESTRÍA EN GERENCIA INTEGRAL DE PROYECTOS","MAGÍSTER EN GERENCIA INTEGRAL DE PROYECTOS","Activo","Registro calificado","3258","02/03/2021","18/03/2021","7","04/05/2021","2021","Administración de Empresas y Derecho","Educación comercial y administración","Educación comercial y administración no clasificados en otra parte","Sin clasificar","Sin clasificar","Posgrado","Maestria","Presencial","48","4","Semestral","No","Semestral","N","Bogotá, D.C.","Bogotá, D.C.","10029000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","103706","103706","MAESTRÍA EN GERENCIA LOGÍSTICA INTEGRAL","MAGISTER EN GERENCIA LOGÍSTICA INTEGRAL","Activo","Registro calificado","19610","20/10/2020","18/11/2020","7","10/09/2014","2014","Ingeniería, Industria y Construcción","Ingeniería y profesiones afines","Ingeniería y profesiones afines no clasificadas en otra parte","Ingeniería, arquitectura, urbanismo y afines","Ingeniería administrativa y afines","Posgrado","Maestria","Presencial","48","4","Semestral","No","Semestral","N","Bogotá, D.C.","Bogotá, D.C.","10029000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","53322","53322","MAESTRÍA EN GESTIÓN DE ORGANIZACIONES","MAGÍSTER EN GESTIÓN DE ORGANIZACIONES","Activo","Registro calificado","15524","04/08/2022","23/08/2022","7","12/01/2008","2008","Administración de Empresas y Derecho","Educación comercial y administración","Gestión y administración","Economía, administración, contaduría y afines","Administración","Posgrado","Maestria","Presencial","50","4","Semestral","No","Semestral","N","Bogotá, D.C.","Bogotá, D.C.","10491000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","103836","103836","MAESTRÍA EN INGENIERÍA CIVIL","MAGISTER EN INGENIERÍA CIVIL","Activo","Registro calificado","8057","11/05/2021","27/05/2021","7","21/11/2014","2014","Ingeniería, Industria y Construcción","Arquitectura y construcción","Construcción e ingeniería civil","Ingeniería, arquitectura, urbanismo y afines","Ingeniería civil y afines","Posgrado","Maestria","Presencial","46","4","Semestral","No","Semestral","N","Bogotá, D.C.","Bogotá, D.C.","10029000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","54775","54775","MAESTRÍA EN INGENIERÍA MECATRÓNICA","MAGISTER EN INGENIERÍA MECATRÓNICA","Activo","Registro calificado","17750","28/09/2023","13/10/2023","7","13/10/2023","2023","Ingeniería, Industria y Construcción","Ingeniería y profesiones afines","Ingeniería y profesiones afines no clasificadas en otra parte","Ingeniería, arquitectura, urbanismo y afines","Ingeniería electrónica, telecomunicaciones y afines","Posgrado","Maestria","Presencial","44","4","Semestral","No","Semestral","N","Bogotá, D.C.","Bogotá, D.C.","10222000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","108198","108198","MAESTRIA EN INSTITUCIONES JURIDICAS DE LA FUERZA PUBLICA","MAGISTER EN INSTITUCIONES JURIDICAS DE LA FUERZA PUBLICA","Activo","Registro calificado","20479","17/12/2015","18/12/2015","7","30/07/2019","2019","Servicios","Servicios de seguridad","Educación militar y de defensa","Ciencias sociales y humanas","Derecho y afines","Posgrado","Maestria","Presencial","52","4","Semestral","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","9406000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","53970","53970","MAESTRÍA EN RELACIONES Y NEGOCIOS INTERNACIONALES","MAGÍSTER EN RELACIONES Y NEGOCIOS INTERNACIONALES","Activo","Registro calificado","2107","25/02/2022","14/02/2022","7","29/09/2008","2008","Ciencias Sociales, Periodismo e Información","Ciencias sociales y del comportamiento","Ciencias políticas y educación cívica","Ciencias sociales y humanas","Ciencia política, relaciones internacionales","Posgrado","Maestria","Presencial","40","3","Semestral","No","Anual","N","Bogotá, D.C.","Bogotá, D.C.","9969000"
"1117","1117","UNIVERSIDAD MILITAR-NUEVA GRANADA","Activa","Universidad","Oficial","111559","111559","MAESTRÍA EN SEGURIDAD Y GESTIÓN DEL RIESGO","MAGISTER EN SEGURIDAD Y GESTIÓN DEL RIESGO","Activo","Registro calificado","5514","05/04/2023","25/04/2023","7","23/06/2023","2023","Administración de Empresas y Derecho","Programas y certificaciones interdisciplinarios relativos a administración de empresas y derecho","Programas y certificaciones interdisciplinarios relativos a administración de empresas y derecho","Sin clasificar","Sin clasificar","Posgrado","Maestria","Presencial","48","4","Semestral","No","Semestral","N","Bogotá, D.C.","Bogotá, D.C.","8817000"
"1118","1118","UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA","Activa","Universidad","Oficial","111206","111206","DOCTORADO EN CIENCIAS DE LA EDUCACIÓN","DOCTOR EN CIENCIAS DE LA EDUCACIÓN","Activo","Registro calificado","7585","03/05/2022","04/05/2022","7","16/06/2022","2022","Educación","Educación","Ciencias de la educación","Sin clasificar","Sin clasificar","Posgrado","Doctorado","Presencial","90","4","Anual","No","Semestral","N","Chocó","Quibdó",""
"1118","1118","UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA","Activa","Universidad","Oficial","111418","111418","ESPECIALIZACIÓN EN  DERECHO ADMINSITRATIVO","ESPECIALISTA EN DERECHO ADMINSITRATIVO","Activo","Registro calificado","23360","12/12/2022","13/12/2022","7","16/12/2022","2022","Administración de Empresas y Derecho","Derecho","Derecho","Sin clasificar","Sin clasificar","Posgrado","Especializacion universitaria","Presencial","24","2","Semestral","No","Semestral","N","Chocó","Quibdó",""
"1118","1118","UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA","Activa","Universidad","Oficial","111599","111599","MAESTRÍA EN ADMINISTRACIÓN Y GESTIÓN DEL EMPRENDIMIENTO","MAGISTER EN ADMINISTRACIÓN Y GESTIÓN DEL EMPRENDIMIENTO","Activo","Registro calificado","10586","29/06/2023","05/07/2023","7","17/07/2023","2023","Administración de Empresas y Derecho","Programas y certificaciones interdisciplinarios relativos a administración de empresas y derecho","Programas y certificaciones interdisciplinarios relativos a administración de empresas y derecho","Sin clasificar","Sin clasificar","Posgrado","Maestria","Presencial","48","4","Semestral","No","Semestral","N","Chocó","Quibdó",""
"1118","1118","UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA","Activa","Universidad","Oficial","105471","105471","MAESTRIA EN CIENCIAS BIOLOGICAS","MAGISTER EN CIENCIAS BIOLOGICAS","Activo","Registro calificado","6244","06/04/2016","06/04/2016","7","19/04/2016","2016","Ciencias Naturales, Matemáticas y Estadística","Ciencias biológicas y afines","Biología","Matemáticas y ciencias naturales","Biología, microbiología y afines","Posgrado","Maestria","Presencial","55","4","Semestral","No","Anual","N","Chocó","Quibdó","10252544"
"1118","1118","UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA","Activa","Universidad","Oficial","53845","53845","MAESTRIA EN CIENCIAS DE LA EDUCACION","MAGISTER EN CIENCIAS DE LA EDUCACION","Activo","Registro calificado","3525","22/03/2024","11/04/2024","7","11/04/2024","2024","Educación","Educación","Formación para docentes sin asignatura de especialización","Ciencias de la educación","Educación","Posgrado","Maestria","Presencial","60","4","Semestral","No","Semestral","N","Chocó","Quibdó","10252544"
"1118","1118","UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA","Activa","Universidad","Oficial","111417","111417","MAESTRÍA EN DERECHO PÚBLICO","MAGISTER EN DERECHO PÚBLICO","Activo","Registro calificado","23358","12/12/2022","13/12/2022","7","16/12/2022","2022","Administración de Empresas y Derecho","Derecho","Derecho","Sin clasificar","Sin clasificar","Posgrado","Maestria","Presencial","48","4","Semestral","No","Semestral","N","Chocó","Quibdó",""
"1118","1118","UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA","Activa","Universidad","Oficial","111400","111400","MAESTRÍA EN INGENIERÍA Y DESARROLLO REGIONAL","MAGISTER EN INGENIERÍA Y DESARROLLO REGIONAL","Activo","Registro calificado","15529","04/08/2022","08/08/2022","7","28/11/2022","2022","Ingeniería, Industria y Construcción","Ingeniería y profesiones afines","Ingeniería y profesiones afines no clasificadas en otra parte","Sin clasificar","Sin clasificar","Posgrado","Maestria","Presencial","48","4","Semestral","No","Semestral","N","Chocó","Quibdó",""
"1119","1119","UNIVERSIDAD DE LOS LLANOS","Activa","Universidad","Oficial","102256","102256","DOCTORADO EN CIENCIAS AGRARIAS","DOCTOR EN CIENCIAS AGRARIAS","Activo","Registro calificado","16937","27/12/2019","27/12/2019","7","29/01/2013","2013","Agropecuario, Silvicultura, Pesca y Veterinaria","Agropecuario","Producción agrícola y ganadera","Agronomía, veterinaria y afines","Agronomía","Posgrado","Doctorado","Presencial","135","4","Anual","No","Anual","N","Meta","Villavicencio","9569300"
"1119","1119","UNIVERSIDAD DE LOS LLANOS","Activa","Universidad","Oficial","102134","102134","ESPECIALIZACION EN ACCION MOTRIZ","ESPECIALISTA EN ACCIÓN MOTRIZ","Activo","Registro calificado","8982","27/08/2019","27/08/2019","7","28/12/2012","2012","Salud y Bienestar","Programas y certificaciones interdisciplinarios relativos a salud y bienestar","Programas y certificaciones interdisciplinarios relativos a salud y bienestar","Ciencias de la educación","Educación","Posgrado","Especializacion universitaria","Presencial","30","2","Semestral","No","Por cohorte","N","Meta","Villavicencio","4784000"
"1119","1119","UNIVERSIDAD DE LOS LLANOS","Activa","Universidad","Oficial","3586","1.11956390805E+20","ESPECIALIZACION EN ACUICULTURA - AGUAS CONTINENTALES","ESPECIALISTA EN ACUICULTURA - AGUAS CONTINENTALES","Activo","Registro calificado","14736","17/12/2019","17/12/2019","7","21/03/1998","1998","Agropecuario, Silvicultura, Pesca y Veterinaria","Pesca","Pesca","Agronomía, veterinaria y afines","Zootecnia","Posgrado","Especializacion universitaria","Presencial","26","2","Semestral","No","Anual","N","Meta","Villavicencio","5239000"
"1119","1119","UNIVERSIDAD DE LOS LLANOS","Activa","Universidad","Oficial","54572","54572","ESPECIALIZACIÓN EN ADMINISTRACIÓN DE NEGOCIOS","ESPECIALISTA EN ADMINISTRACIÓN DE NEGOCIOS","Activo","Registro calificado","3331","14/03/2022","15/03/2022","7","28/04/2009","2009","Administración de Empresas y Derecho","Educación comercial y administración","Gestión y administración","Economía, administración, contaduría y afines","Administración","Posgrado","Especializacion universitaria","Presencial","25","2","Semestral","No","Anual","N","Meta","Villavicencio","5460000"
"1119","1119","UNIVERSIDAD DE LOS LLANOS","Activa","Universidad","Oficial","12252","1.11956106585E+20","ESPECIALIZACION EN ADMINISTRACION EN SALUD","ESPECIALISTA EN ADMINISTRACION EN SALUD","Activo","Registro calificado","7566","03/05/2022","04/05/2022","7","06/07/2001","2001","Administración de Empresas y Derecho","Educación comercial y administración","Gestión y administración","Economía, administración, contaduría y afines","Administración","Posgrado","Especializacion universitaria","Presencial","28","2","Semestral","No","Anual","N","Meta","Villavicencio","7254000"
"1119","1119","UNIVERSIDAD DE LOS LLANOS","Activa","Universidad","Oficial","15892","1.11956140405E+20","ESPECIALIZACION EN EPIDEMIOLOGIA","ESPECIALISTA EN EPIDEMIOLOGIA","Activo","Registro calificado","7364","28/04/2021","14/05/2021","7","16/05/2002","2002","Salud y Bienestar","Salud","Salud no clasificada en otra parte","Ciencias de la salud","Salud pública","Posgrado","Especializacion universitaria","Presencial","30","2","Semestral","No","Por cohorte","N","Meta","Villavicencio","6045000"
"1119","1119","UNIVERSIDAD DE LOS LLANOS","Activa","Universidad","Oficial","54809","54809","ESPECIALIZACIÓN EN FINANZAS","ESPECIALISTA EN FINANZAS","Activo","Registro calificado","6448","22/04/2022","25/04/2022","7","26/08/2009","2009","Administración de Empresas y Derecho","Educación comercial y administración","Gestión financiera, administración bancaria y seguros","Economía, administración, contaduría y afines","Administración","Posgrado","Especializacion universitaria","Presencial","30","2","Semestral","No","Semestral","N","Meta","Villavicencio","5460000"
"1119","1119","UNIVERSIDAD DE LOS LLANOS","Activa","Universidad","Oficial","116260","","ESPECIALIZACIÓN EN GERENCIA EN GESTIÓN HUMANA","Especialista en Gerencia en Gestión Humana","Activo","Registro calificado","17799","29/09/2023","17/10/2023","7","17/10/2023","2023","Administración de Empresas y Derecho","Educación comercial y administración","Gestión y administración","Sin clasificar","Sin clasificar","Posgrado","Especializacion universitaria","Presencial","24","2","Semestral","No","Semestral","N","Meta","Villavicencio",""
"1119","1119","UNIVERSIDAD DE LOS LLANOS","Activa","Universidad","Oficial","11991","1.11953330705E+20","ESPECIALIZACION EN GESTION AMBIENTAL SOSTENIBLE","ESPECIALISTA EN GESTION AMBIENTAL SOSTENIBLE","Activo","Registro calificado","14478","13/12/2019","13/12/2019","7","17/05/2001","2001","Ingeniería, Industria y Construcción","Ingeniería y profesiones afines","Ingeniería y profesiones afines no clasificadas en otra parte","Ingeniería, arquitectura, urbanismo y afines","Ingeniería ambiental, sanitaria y afines","Posgrado","Especializacion universitaria","Presencial","26","2","Semestral","No","Anual","N","Meta","Villavicencio","5746000"
"1119","1119","UNIVERSIDAD DE LOS LLANOS","Activa","Universidad","Oficial","101857","101857","ESPECIALIZACIÓN EN GESTIÓN DE LA CALIDAD","ESPECIALISTA EN GESTIÓN DE CALIDAD","Activo","Registro calificado","1265","04/02/2019","04/02/2019","7","31/07/2012","2012","Administración de Empresas y Derecho","Educación comercial y administración","Gestión y administración","Economía, administración, contaduría y afines","Administración","Posgrado","Especializacion universitaria","Presencial","30","2","Semestral","No","Por cohorte","N","Meta","Villavicencio","5096000"
"1119","1119","UNIVERSIDAD DE LOS LLANOS","Activa","Universidad","Oficial","105558","105558","ESPECIALIZACIÓN EN GESTIÓN DE PROYECTOS","ESPECIALISTA EN GESTIÓN DE PROYECTOS","Activo","Registro calificado","9833","18/05/2016","18/05/2016","7","20/05/2016","2016","Administración de Empresas y Derecho","Educación comercial y administración","Gestión y administración","Economía, administración, contaduría y afines","Administración","Posgrado","Especializacion universitaria","Virtual","30","2","Semestral","No","Semestral","N","Meta","Villavicencio","6045000"
"1119","1119","UNIVERSIDAD DE LOS LLANOS","Activa","Universidad","Oficial","54547","54547","ESPECIALIZACIÓN EN INGENIERÍA DE SOFTWARE","ESPECIALISTA EN INGENIERÍA DE SOFTWARE","Activo","Registro calificado","19914","22/10/2020","18/11/2020","7","08/04/2009","2009","Tecnologías de la Información y la Comunicación (TIC)","Tecnologías de la Información y la Comunicación (TIC)","Desarrollo y análisis de software y aplicaciones","Ingeniería, arquitectura, urbanismo y afines","Ingeniería de sistemas, telemática y afines","Posgrado","Especializacion universitaria","Presencial","30","2","Semestral","No","Semestral","N","Meta","Villavicencio","5096000"
